"","wr_response_priority","wr_dlt_priority","wr_tie_priority"
"doseB",0.654580152671756,0.673745173745174,0.606003752345216
"doseB",0.774736842105263,0.608778625954199,0.653306613226453
"doseB",0.863539445628998,0.751503006012024,0.686274509803922
"doseB",0.52972972972973,0.53804347826087,0.485865724381625
"doseB",0.62639405204461,0.548672566371681,0.466893039049236
"doseB",0.660919540229885,0.449832775919732,0.462738301559792
"doseB",0.376175548589342,0.285505124450952,0.256222547584187
"doseB",1.02576112412178,0.832627118644068,0.871459694989107
"doseB",0.65891472868217,0.486111111111111,0.457894736842105
"doseB",0.836170212765957,0.79045643153527,0.760824742268041
"doseB",0.645593869731801,0.486159169550173,0.459272097053726
"doseB",0.637051039697543,0.546428571428571,0.519572953736655
"doseB",0.661538461538462,0.694117647058824,0.658252427184466
"doseB",0.59811320754717,0.433164128595601,0.431005110732538
"doseB",0.632692307692308,0.516071428571429,0.520295202952029
"doseB",0.778467908902691,0.587800369685767,0.598058252427184
"doseB",0.447587354409318,0.663479923518164,0.50530035335689
"doseB",0.47923875432526,0.454081632653061,0.376835236541599
"doseB",0.342105263157895,0.40064620355412,0.36115569823435
"doseB",0.623574144486692,0.732251521298174,0.633204633204633
"doseB",0.793319415448852,0.533928571428571,0.529304029304029
"doseB",0.730923694779116,0.531083481349911,0.512544802867383
"doseB",0.599627560521415,0.556159420289855,0.445017182130584
"doseB",0.784518828451883,0.672549019607843,0.616122840690979
"doseB",0.48961937716263,0.416118421052632,0.328593996840442
"doseB",0.459044368600683,0.47923875432526,0.428087986463621
"doseB",0.695906432748538,0.518324607329843,0.498269896193772
"doseB",0.775423728813559,0.749478079331942,0.693251533742331
"doseB",0.861702127659574,0.861702127659574,0.721669980119284
"doseB",0.721442885771543,0.617702448210923,0.609942638623327
"doseB",0.911699779249448,0.678294573643411,0.690140845070423
"doseB",0.799586776859504,0.541592920353982,0.501748251748252
"doseB",0.687007874015748,0.472508591065292,0.464471403812825
"doseB",0.564338235294118,0.404290429042904,0.396610169491525
"doseB",0.49912739965096,0.419834710743802,0.360576923076923
"doseB",1.48285714285714,1.18341708542714,1.19642857142857
"doseB",0.707661290322581,0.805970149253731,0.755789473684211
"doseB",0.655238095238095,0.671153846153846,0.613207547169811
"doseB",0.524305555555556,0.619926199261993,0.433774834437086
"doseB",0.418300653594771,0.439469320066335,0.346938775510204
"doseB",0.981132075471698,0.615384615384615,0.659318637274549
"doseB",0.86767895878525,0.646271510516252,0.638996138996139
"doseB",0.965909090909091,0.772540983606557,0.766045548654244
"doseB",0.682785299806576,0.632270168855535,0.583333333333333
"doseB",0.575591985428051,0.42504118616145,0.43261231281198
"doseB",0.523214285714286,0.44331641285956,0.422750424448217
"doseB",0.790794979079498,0.594040968342644,0.580223880597015
"doseB",0.529100529100529,0.371835443037975,0.384991843393148
"doseB",1.27851458885942,0.965675057208238,1.01182033096927
"doseB",0.510452961672474,0.384984025559105,0.360890302066773
"doseB",0.6351606805293,0.40194489465154,0.376623376623377
"doseB",0.597042513863216,0.534635879218472,0.521660649819495
"doseB",0.314759036144578,0.170241286863271,0.196927374301676
"doseB",0.642184557438795,0.508650519031142,0.461928934010152
"doseB",0.446488294314381,0.432119205298013,0.426421404682274
"doseB",0.819742489270386,0.774058577405858,0.692307692307692
"doseB",0.889867841409692,0.597765363128492,0.579737335834897
"doseB",0.527145359019264,0.441322314049587,0.411382113821138
"doseB",0.587242026266417,0.737166324435318,0.643700787401575
"doseB",0.374603174603175,0.298350824587706,0.303490136570561
"doseB",0.552727272727273,0.364217252396166,0.35609756097561
"doseB",0.342723004694836,0.234532374100719,0.245227606461087
"doseB",0.735470941883767,0.62781954887218,0.607142857142857
"doseB",0.646153846153846,0.486111111111111,0.440619621342513
"doseB",1.01405152224824,0.825902335456476,0.813559322033898
