"","wr_response_priority","wr_dlt_priority","wr_tie_priority"
"doseB",1.18848167539267,0.891402714932127,0.94
"doseB",2.30588235294118,1.64263322884013,1.83157894736842
"doseB",1.57585139318885,0.766454352441614,1.02842377260982
"doseB",1.90378006872852,1.04106280193237,1.50943396226415
"doseB",2.47698744769874,2.23346303501946,2.43612334801762
"doseB",2.52422907488987,1.28571428571429,2.01646090534979
"doseB",1.23136246786632,1.17543859649123,1.16195372750643
"doseB",2.22834645669291,1.08651399491094,1.33333333333333
"doseB",1.3399433427762,1.12339331619537,1.14905149051491
"doseB",1.17447916666667,1.12468193384224,1.22832369942197
"doseB",2.62666666666667,1.77551020408163,2.01538461538462
"doseB",2.05776173285199,1.16071428571429,1.35103244837758
"doseB",1.39428571428571,0.809935205183585,0.9725
"doseB",2.33476394849785,1.74558303886926,2.09787234042553
"doseB",2.13432835820896,1.53012048192771,1.75767918088737
"doseB",2.53879310344828,1.18351063829787,1.54666666666667
"doseB",1.46130952380952,1.25956284153005,1.40061162079511
"doseB",1.8556338028169,1.05837563451777,1.31152647975078
"doseB",3.02843601895735,1.59146341463415,2.07116104868914
"doseB",2.08088235294118,1.04889975550122,1.34124629080119
"doseB",1.25066666666667,1.43227665706052,1.508038585209
"doseB",3.12315270935961,0.83956043956044,1.51456310679612
"doseB",1.28690807799443,0.987893462469734,1.08311688311688
"doseB",1.42941176470588,0.84375,1.19130434782609
"doseB",1.70700636942675,0.752577319587629,0.9825
"doseB",1.28337874659401,0.981087470449173,1.04347826086957
"doseB",3.85057471264368,1.09429280397022,2.275
"doseB",2.55508474576271,1.65506329113924,2.14574898785425
"doseB",2.40963855421687,1.28840970350404,1.63934426229508
"doseB",1.68646864686469,0.980535279805353,1.27692307692308
"doseB",2.91387559808612,1.34383954154728,1.61333333333333
"doseB",1.3072625698324,1.14545454545455,1.26224783861671
"doseB",1.15762273901809,1.13554987212276,1.29154518950437
"doseB",2.17624521072797,1.18733509234829,1.45253164556962
"doseB",2.04761904761905,1.35028248587571,1.79432624113475
"doseB",2.00709219858156,1.58536585365854,2.16538461538462
"doseB",1.55625,1.05527638190955,1.27627627627628
"doseB",2.45267489711934,0.915525114155251,1.48076923076923
"doseB",1.57492354740061,0.871111111111111,1.04960835509138
"doseB",3.11594202898551,1.0431654676259,1.80357142857143
"doseB",1.23262032085562,0.835164835164835,1.01507537688442
"doseB",0.97196261682243,0.595463137996219,0.715176715176715
"doseB",1.54320987654321,0.976019184652278,1.24068767908309
"doseB",1.38681948424069,0.71047227926078,1.03403141361257
"doseB",1.33426966292135,0.724066390041494,0.88135593220339
"doseB",1.52615384615385,0.832589285714286,1.06753246753247
"doseB",1.85614035087719,1.11979166666667,1.51877133105802
"doseB",1.95121951219512,1.23482849604222,1.48466257668712
"doseB",2.33070866141732,0.927107061503417,1.19398907103825
"doseB",2.53389830508475,1.29120879120879,1.90188679245283
"doseB",1.03365384615385,0.614503816793893,0.744493392070485
"doseB",3.42245989304813,1.48348348348348,2.41441441441441
"doseB",1.91578947368421,0.648809523809524,1.10169491525424
"doseB",1.38840579710145,0.537313432835821,0.720454545454545
"doseB",2.29482071713147,1.30362116991643,1.59016393442623
"doseB",1.38953488372093,1.0969387755102,1.19607843137255
"doseB",1.77049180327869,0.369529983792545,0.565922920892495
"doseB",1.68350168350168,1.60457516339869,1.60627177700348
